accession	study	bioproject_accession	biosample_accession	library_id	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	shear_method	size_selection	basecaller	basecaller_version	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	__index__filename	total_reads	total_bp	total_gbp	min	max	mean	quartile_25	quartile_50	quartile_75	n25	n50	n75	sample_id	path	production	data_type	notes	coverage	ntsm_score	index_sheet	assembly	deepconsensus_coverage	deepconsensus_filename	deepconsensus_path	ccs_algorithm	mm_tag	primrose_filename	mm_review	mm_remove	lima_version	lima_float_version	cell_type	iso_filename	platform_unit_1	platform_unit_2	barcode	iso_library_id	pbtrim_version	jasmine_version	refine_version	pool	similarity	check-flnc reads	seq_kit	basecaller_model	coverage_over_100kb	coverage_over_200kb	coverage_over_300kb	coverage_over_400kb	coverage_over_500kb	coverage_over_1mb	whales	sequencing_chemistry	library_construction_protocol	read_length	family_id	paternal_id	maternal_id	gender	phenotype	relationship	siblings	second_order	third_order	other_comments	phasing	in_working	manifest_aws_file_size	manifest_download_size	manifest_checksum	manifest_s3_source	manifest_gs_path	slurm_job_id	slurm_task_id	sample_ID	collection
SRR33469110																						12_02_24_R1041_UL_HPRC_HG02668_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02668	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR29497259																						09_12_23_R1041_HPRC_HG01766_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01766	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR33819696																						HG03492_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam																																																																					43177488649	a3991f8aa3ae7919c5f1da964408f256					HG03492	['manifest','HPRC_PLUS_nanopore_misc_R2_data_table__final.csv']
SRR33819711																						HG03492_PAK46312_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam																																																																					28413389231	584343cc663a176b395fb7d783c302a9					HG03492	['manifest','HPRC_PLUS_nanopore_misc_R2_data_table__final.csv']
SRR29396906																						m84081_231027_205726_s4.hifi_reads.bc2068.bam																																																																											HG01785	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR34949477																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20809/raw_data/hic/NA20809-2_FC2_S18_L001_R1_001.fastq.gz																																																																											NA20809	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497429																						10_24_23_R1041_HPRC_NA19190_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19190	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949645																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19909/raw_data/hic/NA19909-1_FC3_S54_L003_R1_001.fastq.gz																																																																											NA19909	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949396																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00097/raw_data/hic/HG00097-1_FC4_S5_L001_R1_001.fastq.gz																																																																											HG00097	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367219																						HG01928_PAK45742_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01928	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949583																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20282/raw_data/hic/NA20282-2_FC3_S61_L003_R1_001.fastq.gz																																																																											NA20282	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313843																						08_25_21_R941_HG02004_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29396897																						m84081_231103_210721_s4.hifi_reads.bc2069.bam																																																																											HG01894	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR31367064																						03_14_23_R941_HG01952_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01952	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR31367036																						HG02559_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02559	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR31367162																						12_7_22_R941_HG02257_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02257	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34899836																						NA19012-2_FC2_S20_L002_R1_001.fastq.gz																																																																											NA19012	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949442																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00235/raw_data/hic/HG00235-2_FC4_S36_L002_R1_001.fastq.gz																																																																											HG00235	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949521																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03521/raw_data/hic/HG03521-1_FC1_S25_L002_R1_001.fastq.gz																																																																											HG03521	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949386																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20850/raw_data/hic/NA20850-2_FC3_S16_L001_R2_001.fastq.gz																																																																											NA20850	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367126																						HG02148_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02148	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949665																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03784/raw_data/hic/HG03784-2_FC1_S42_L002_R1_001.fastq.gz																																																																											HG03784	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949614																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02027/raw_data/hic/HG02027-2_FC3_S76_L004_R1_001.fastq.gz																																																																											HG02027	HIC_Y3_Y4_part2_data_table__final.csv
																						HG03492_PAK43966_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_sequencing_summary.txt.gz																																																																					111868445	0dd72382f7733664dfb43129d05cb30b						manifest
SRR34949494																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20762/raw_data/hic/NA20762-2_FC3_S28_L002_R2_001.fastq.gz																																																																											NA20762	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949366																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02027/raw_data/hic/HG02027-1_FC4_S73_L004_R1_001.fastq.gz																																																																											HG02027	HIC_Y3_Y4_part2_data_table__final.csv
SRR29483168																						m84046_230721_185439_s1.hifi_reads.bc2091.bam																																																																											NA18871	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR26304606																						07_20_21_R941_HG03804_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29497412																						01_23_24_R1041_HPRC_HG01048_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01048	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34899833																						NA19099-2_FC1_S2_L001_R1_001.fastq.gz																																																																											NA19099	HPRC-OmniC-100124Pools_data_table__final.csv
SRR31367208																						HG03540_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03540	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR30717283																						NA20300.m64043_191127_131025.dc.q20.fastq.gz																																																																											NA20300	HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20_data_table__final.csv
SRR29405804																						m84091_231106_201855_s1.hifi_reads.bc1003.bam																																																																											HG03372	RU_Y4_data_table__final.csv
SRR34949650																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19835/raw_data/hic/NA19835-2_FC1_S2_L001_R2_001.fastq.gz																																																																											NA19835	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949576																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20346/raw_data/hic/NA20346-2_FC2_S62_L003_R2_001.fastq.gz																																																																											NA20346	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949413																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-2_FC1_S21_L001_R2_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949489																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20806/raw_data/hic/NA20806-1_FC3_S43_L002_R2_001.fastq.gz																																																																											NA20806	HIC_Y3_Y4_part2_data_table__final.csv
SRR34899851																						HG01048-1_FC2_S7_L001_R1_001.fastq.gz																																																																											HG01048	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949485																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20806/raw_data/hic/NA20806-2_FC3_S44_L002_R1_001.fastq.gz																																																																											NA20806	HIC_Y3_Y4_part2_data_table__final.csv
SRR25618923																						HG02683.m54329U_210707_171722.dc.q20.fastq.gz																																																																											HG02683	HPRC_DEEPCONSENSUS_v1pt2_data_table__final.csv
SRR31367142																						HG01928_PAM34944_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01928	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR26313860																						08_17_21_R941_HG01884_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949475																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20809/raw_data/hic/NA20809-2_FC4_S18_L001_R1_001.fastq.gz																																																																											NA20809	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313825																						08_10_21_R941_HG03927_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR31367154																						HG00438_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG00438	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29497501																						09_06_23_R1041_HPRC_HG04153_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG04153	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR33469173																						11_04_24_R1041_UL_HPRC_HG00544_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG00544	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
																						NA19131-1_FC4_S13_L001_R2_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
SRR34949460																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-2_FC4_S81_L004_R1_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313840																						07_13_21_R941_HG00544_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949686																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03704/raw_data/hic/HG03704-1_FC2_S71_L004_R1_001.fastq.gz																																																																											HG03704	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949507																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00097/raw_data/hic/HG00097-1_FC3_S5_L001_R2_001.fastq.gz																																																																											HG00097	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949579																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20346/raw_data/hic/NA20346-1_FC3_S59_L003_R2_001.fastq.gz																																																																											NA20346	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949399																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-1_FC4_S23_L002_R1_001.fastq.gz																																																																											NA20827	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949571																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20762/raw_data/hic/NA20762-1_FC2_S27_L002_R1_001.fastq.gz																																																																											NA20762	HIC_Y3_Y4_part2_data_table__final.csv
