accession	study	bioproject_accession	biosample_accession	filename	library_ID	library_strategy	library_source	platform	instrument_model	design_description	generator_facility	generator_contact	assembly	data_type	filetype	library_layout	library_selection	shear_method	title	total_bp	coverage	ntsm_score	ntsm_result	total_Gbp	sample_ID
SRR30310901	SRP305758	PRJNA701308	SAMN41021633	HG01786-1_FC2_S1_L004_R1_001.fastq.gz	HG01786-1_FC2_S1_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01786	16208070616	5.23	0.497086	Similar	16.208070616	HG01786
SRR30310900	SRP305758	PRJNA701308	SAMN41021633	HG01786-2_FC1_S2_L004_R1_001.fastq.gz	HG01786-2_FC1_S2_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01786	18534527163	5.98	0.487939	Similar	18.534527163	HG01786
SRR30310899	SRP305758	PRJNA701308	SAMN41021633	HG01786-2_FC2_S2_L004_R1_001.fastq.gz	HG01786-2_FC2_S2_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01786	17723207636	5.72	0.489055	Similar	17.723207636	HG01786
SRR30310898	SRP305758	PRJNA701308	SAMN37797101	HG01940-2_S10_L004_R1_001.fastq.gz	HG01940-2_S10_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01940	40532207314	13.07	0.353777	Similar	40.532207314	HG01940
SRR30310897	SRP305758	PRJNA701308	SAMN37797103	HG01969-1_S3_L002_R1_001.fastq.gz	HG01969-1_S3_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01969	80380642385	25.93	0.409527	Similar	80.380642385	HG01969
SRR30310896	SRP305758	PRJNA701308	SAMN37797103	HG01969-2_S3_L003_R1_001.fastq.gz	HG01969-2_S3_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01969	68330824416	22.04	0.428637	Similar	68.330824416	HG01969
SRR30310894	SRP305758	PRJNA701308	SAMN33621948	HG02015-1_S3_L004_R1_001.fastq.gz	HG02015-1_S3_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02015	27863340987	8.99	0.474905	Similar	27.863340987	HG02015
SRR30310893	SRP305758	PRJNA701308	SAMN33621949	HG02056-1_S1_L003_R1_001.fastq.gz	HG02056-1_S1_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02056	38875139656	12.54	0.401986	Similar	38.875139656	HG02056
SRR30310892	SRP305758	PRJNA701308	SAMN33621949	HG02056-2_S5_L003_R1_001.fastq.gz	HG02056-2_S5_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02056	37502509943	12.1	0.412847	Similar	37.502509943	HG02056
SRR30310891	SRP305758	PRJNA701308	SAMN33621950	HG02129-1_S2_L003_R1_001.fastq.gz	HG02129-1_S2_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02129	124595417314	40.19	0.409818	Similar	124.595417314	HG02129
SRR30310890	SRP305758	PRJNA701308	SAMN33621950	HG02129-2_S6_L003_R1_001.fastq.gz	HG02129-2_S6_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02129	29800157587	9.61	0.454769	Similar	29.800157587	HG02129
SRR30310889	SRP305758	PRJNA701308	SAMN41021617	HG02178-1_FC1_S9_L001_R1_001.fastq.gz	HG02178-1_FC1_S9_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02178	21744973497	7.01	0.47463	Similar	21.744973497	HG02178
SRR30310888	SRP305758	PRJNA701308	SAMN41021617	HG02178-1_FC2_S9_L001_R1_001.fastq.gz	HG02178-1_FC2_S9_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02178	21164708885	6.83	0.502882	Similar	21.164708885	HG02178
SRR30310887	SRP305758	PRJNA701308	SAMN41021617	HG02178-2_FC1_S10_L001_R1_001.fastq.gz	HG02178-2_FC1_S10_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02178	13449042406	4.34	0.559189	Similar	13.449042406	HG02178
SRR30310886	SRP305758	PRJNA701308	SAMN41021617	HG02178-2_FC2_S10_L001_R1_001.fastq.gz	HG02178-2_FC2_S10_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02178	13164963690	4.25	0.526419	Similar	13.16496369	HG02178
SRR30310885	SRP305758	PRJNA701308	SAMN33621952	HG02258-2_S7_L003_R1_001.fastq.gz	HG02258-2_S7_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02258	55183613645	17.8	0.400263	Similar	55.183613645	HG02258
SRR30310883	SRP305758	PRJNA701308	SAMN41021615	HG02392-1_FC1_S5_L001_R1_001.fastq.gz	HG02392-1_FC1_S5_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02392	23554018125	7.6	0.518886	Similar	23.554018125	HG02392
SRR30310858	SRP305758	PRJNA701308	SAMN41021615	HG02392-1_FC2_S5_L001_R1_001.fastq.gz	HG02392-1_FC2_S5_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02392	23252301099	7.5	0.496335	Similar	23.252301099	HG02392
SRR30310857	SRP305758	PRJNA701308	SAMN41021615	HG02392-2_FC1_S6_L001_R1_001.fastq.gz	HG02392-2_FC1_S6_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02392	15616342990	5.04	0.531586	Similar	15.61634299	HG02392
SRR30310856	SRP305758	PRJNA701308	SAMN41021615	HG02392-2_FC2_S6_L001_R1_001.fastq.gz	HG02392-2_FC2_S6_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02392	15330246008	4.95	0.552625	Similar	15.330246008	HG02392
SRR30310855	SRP305758	PRJNA701308	SAMN33758786	HG02451-1_S2_L004_R1_001.fastq.gz	HG02451-1_S2_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02451	39210516394	12.65	0.40241	Similar	39.210516394	HG02451
SRR30310854	SRP305758	PRJNA701308	SAMN33758786	HG02451-2_S8_L004_R1_001.fastq.gz	HG02451-2_S8_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02451	36412020257	11.75	0.389143	Similar	36.412020257	HG02451
SRR30310853	SRP305758	PRJNA701308	SAMN37797105	HG02514-1_S5_L004_R1_001.fastq.gz	HG02514-1_S5_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02514	103145633415	33.27	0.425097	Similar	103.145633415	HG02514
SRR30310852	SRP305758	PRJNA701308	SAMN37797105	HG02514-2_S6_L004_R1_001.fastq.gz	HG02514-2_S6_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02514	80256080824	25.89	0.393691	Similar	80.256080824	HG02514
SRR30310851	SRP305758	PRJNA701308	SAMN41021657	HG02583-1_FC1_S15_L003_R1_001.fastq.gz	HG02583-1_FC1_S15_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02583	24428567694	7.88	0.52969	Similar	24.428567694	HG02583
SRR30310850	SRP305758	PRJNA701308	SAMN41021657	HG02583-1_FC2_S15_L003_R1_001.fastq.gz	HG02583-1_FC2_S15_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02583	24916814416	8.04	0.528616	Similar	24.916814416	HG02583
SRR30310848	SRP305758	PRJNA701308	SAMN41021657	HG02583-2_FC1_S16_L003_R1_001.fastq.gz	HG02583-2_FC1_S16_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02583	22281528139	7.19	0.493089	Similar	22.281528139	HG02583
SRR30310847	SRP305758	PRJNA701308	SAMN41021657	HG02583-2_FC2_S16_L003_R1_001.fastq.gz	HG02583-2_FC2_S16_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02583	22801913701	7.36	0.550728	Similar	22.801913701	HG02583
SRR30310846	SRP305758	PRJNA701308	SAMN33758787	HG02735-1_S1_L004_R1_001.fastq.gz	HG02735-1_S1_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02735	10480992446	3.38	0.537195	Similar	10.480992446	HG02735
SRR30310845	SRP305758	PRJNA701308	SAMN33758787	HG02735-2_S7_L004_R1_001.fastq.gz	HG02735-2_S7_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02735	33352232512	10.76	0.350536	Similar	33.352232512	HG02735
SRR30310844	SRP305758	PRJNA701308	SAMN33758789	HG03017-1_S3_L004_R1_001.fastq.gz	HG03017-1_S3_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03017	87156808155	28.12	0.4146	Similar	87.156808155	HG03017
SRR30310843	SRP305758	PRJNA701308	SAMN33758789	HG03017-2_S4_L004_R1_001.fastq.gz	HG03017-2_S4_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03017	86375269452	27.86	0.37944	Similar	86.375269452	HG03017
SRR30310842	SRP305758	PRJNA701308	SAMN33758790	HG03041-1_S3_L001_R1_001.fastq.gz	HG03041-1_S3_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03041	25740160036	8.3	0.496384	Similar	25.740160036	HG03041
SRR30310841	SRP305758	PRJNA701308	SAMN33758790	HG03041-2_S7_L001_R1_001.fastq.gz	HG03041-2_S7_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03041	27119442356	8.75	0.492089	Similar	27.119442356	HG03041
SRR30310840	SRP305758	PRJNA701308	SAMN37797108	HG03050-1_S2_L001_R1_001.fastq.gz	HG03050-1_S2_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu	unaligned	unaligned reads	bam	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03050	188117962773	60.68	0.423403	Similar	188.117962773	HG03050
SRR30310839	SRP305758	PRJNA701308	SAMN37797108	HG03050-2_S6_L001_R1_001.fastq.gz	HG03050-2_S6_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03050	36254239904	11.69	0.476047	Similar	36.254239904	HG03050
SRR30310837	SRP305758	PRJNA701308	SAMN33758794	HG03239-1_S1_L004_R1_001.fastq.gz	HG03239-1_S1_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03239	65277299547	21.06	0.418687	Similar	65.277299547	HG03239
SRR30310836	SRP305758	PRJNA701308	SAMN33758794	HG03239-2_S2_L004_R1_001.fastq.gz	HG03239-2_S2_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03239	19542904861	6.3	0.505738	Similar	19.542904861	HG03239
SRR30310835	SRP305758	PRJNA701308	SAMN41021631	HG03270-1_FC1_S1_L003_R1_001.fastq.gz	HG03270-1_FC1_S1_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03270	21691936257	7.0	0.489839	Similar	21.691936257	HG03270
SRR30310810	SRP305758	PRJNA701308	SAMN41021631	HG03270-1_FC2_S1_L003_R1_001.fastq.gz	HG03270-1_FC2_S1_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03270	22171447478	7.15	0.456019	Similar	22.171447478	HG03270
SRR30310809	SRP305758	PRJNA701308	SAMN41021631	HG03270-2_FC1_S2_L003_R1_001.fastq.gz	HG03270-2_FC1_S2_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03270	31810967811	10.26	0.4784	Similar	31.810967811	HG03270
SRR30310808	SRP305758	PRJNA701308	SAMN41021631	HG03270-2_FC2_S2_L003_R1_001.fastq.gz	HG03270-2_FC2_S2_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03270	32756866692	10.57	0.494294	Similar	32.756866692	HG03270
SRR30310807	SRP305758	PRJNA701308	SAMN41021645	HG03583-1_FC1_S15_L004_R1_001.fastq.gz	HG03583-1_FC1_S15_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03583	10268000000	3.31	0.587735	Similar	10.268	HG03583
SRR30310806	SRP305758	PRJNA701308	SAMN41021645	HG03583-1_FC2_S15_L004_R1_001.fastq.gz	HG03583-1_FC2_S15_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03583	9656429011	3.11	0.555637	Similar	9.656429011	HG03583
SRR30310805	SRP305758	PRJNA701308	SAMN41021645	HG03583-2_FC1_S16_L004_R1_001.fastq.gz	HG03583-2_FC1_S16_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03583	12121397556	3.91	0.559499	Similar	12.121397556	HG03583
SRR30310804	SRP305758	PRJNA701308	SAMN41021645	HG03583-2_FC2_S16_L004_R1_001.fastq.gz	HG03583-2_FC2_S16_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03583	11736739401	3.79	0.557892	Similar	11.736739401	HG03583
SRR30310978	SRP305758	PRJNA701308	SAMN33758795	HG03704-1_S1_L001_R1_001.fastq.gz	HG03704-1_S1_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03704	74878233793	24.15	0.288385	Similar	74.878233793	HG03704
SRR30310977	SRP305758	PRJNA701308	SAMN33758795	HG03704-2_S1_L002_R1_001.fastq.gz	HG03704-2_S1_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03704	56722768121	18.3	0.26475	Similar	56.722768121	HG03704
SRR30310976	SRP305758	PRJNA701308	SAMN33621958	HG03834-1_S4_L003_R1_001.fastq.gz	HG03834-1_S4_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03834	31979838510	10.32	0.43792	Similar	31.97983851	HG03834
SRR30310975	SRP305758	PRJNA701308	SAMN33621958	HG03834-2_S8_L003_R1_001.fastq.gz	HG03834-2_S8_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03834	69883486748	22.54	0.391397	Similar	69.883486748	HG03834
SRR30310974	SRP305758	PRJNA701308	SAMN41021625	HG03874-1_FC1_S3_L001_R1_001.fastq.gz	HG03874-1_FC1_S3_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03874	10847832903	3.5	0.577744	Similar	10.847832903	HG03874
SRR30310973	SRP305758	PRJNA701308	SAMN41021625	HG03874-1_FC2_S3_L001_R1_001.fastq.gz	HG03874-1_FC2_S3_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03874	10442312286	3.37	0.546948	Similar	10.442312286	HG03874
SRR30310972	SRP305758	PRJNA701308	SAMN41021625	HG03874-2_FC1_S4_L001_R1_001.fastq.gz	HG03874-2_FC1_S4_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03874	17415838378	5.62	0.546283	Similar	17.415838378	HG03874
SRR30310971	SRP305758	PRJNA701308	SAMN41021625	HG03874-2_FC2_S4_L001_R1_001.fastq.gz	HG03874-2_FC2_S4_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03874	17001269237	5.48	0.528561	Similar	17.001269237	HG03874
SRR30310970	SRP305758	PRJNA701308	SAMN41021643	NA18505-1_FC1_S13_L004_R1_001.fastq.gz	NA18505-1_FC1_S13_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18505	22139961713	7.14	0.467255	Similar	22.139961713	NA18505
